group,lat,lon,timestamp,active,active_members
35.0,55.7848448,12.517134725,0.0,0,0
35.0,55.7848448,12.517134725,900.0,0,0
35.0,55.7848448,12.517134725,1800.0,0,0
35.0,55.7848448,12.517134725,2700.0,0,0
35.0,55.7848448,12.517134725,3600.0,0,0
35.0,55.7848448,12.517134725,4500.0,0,0
35.0,55.7848448,12.517134725,5400.0,0,0
35.0,55.7848448,12.517134725,6300.0,0,0
35.0,55.7848448,12.517134725,7200.0,0,0
35.0,55.7848448,12.517134725,8100.0,0,0
35.0,55.7848448,12.517134725,9000.0,0,0
35.0,55.7848448,12.517134725,9900.0,0,0
35.0,55.7848448,12.517134725,10800.0,0,0
35.0,55.7848448,12.517134725,11700.0,0,0
35.0,55.7848448,12.517134725,12600.0,0,0
35.0,55.7848448,12.517134725,13500.0,0,0
35.0,55.7848448,12.517134725,14400.0,0,0
35.0,55.7848448,12.517134725,15300.0,0,0
35.0,55.7848448,12.517134725,16200.0,0,0
35.0,55.7848448,12.517134725,17100.0,0,0
35.0,55.7848448,12.517134725,18000.0,0,0
35.0,55.7848448,12.517134725,18900.0,0,0
35.0,55.7848448,12.517134725,19800.0,0,0
35.0,55.7848448,12.517134725,20700.0,0,0
35.0,55.7848448,12.517134725,21600.0,0,0
35.0,55.7848448,12.517134725,22500.0,0,0
35.0,55.7848448,12.517134725,23400.0,0,0
35.0,55.7848448,12.517134725,24300.0,0,0
35.0,55.7848448,12.517134725,25200.0,0,0
35.0,55.7848448,12.517134725,26100.0,0,0
35.0,55.7848448,12.517134725,27000.0,0,0
35.0,55.7848448,12.517134725,27900.0,0,0
35.0,55.7848448,12.517134725,28800.0,0,0
35.0,55.7848448,12.517134725,29700.0,0,0
35.0,55.7848448,12.517134725,30600.0,0,0
35.0,55.7848448,12.517134725,31500.0,0,0
35.0,55.7848448,12.517134725,32400.0,0,0
35.0,55.7848448,12.517134725,33300.0,0,0
35.0,55.7848448,12.517134725,34200.0,0,0
35.0,55.7848448,12.517134725,35100.0,0,0
35.0,55.7848448,12.517134725,36000.0,0,0
35.0,55.7848448,12.517134725,36900.0,0,0
35.0,55.7848448,12.517134725,37800.0,0,0
35.0,55.7848448,12.517134725,38700.0,0,0
35.0,55.7848448,12.517134725,39600.0,0,0
35.0,55.7848448,12.517134725,40500,2,"[144, 406]"
35.0,55.7848448,12.517134725,41400.0,0,0
35.0,55.784807525,12.51721485,42300,2,"[144, 406]"
35.0,55.784807525,12.51721485,43200.0,0,0
35.0,55.784807525,12.51721485,44100.0,0,0
35.0,55.784807525,12.51721485,45000.0,0,0
35.0,55.784807525,12.51721485,45900.0,0,0
35.0,55.784807525,12.51721485,46800.0,0,0
35.0,55.784807525,12.51721485,47700.0,0,0
35.0,55.784807525,12.51721485,48600.0,0,0
35.0,55.784807525,12.51721485,49500.0,0,0
35.0,55.784807525,12.51721485,50400.0,0,0
35.0,55.784807525,12.51721485,51300.0,0,0
35.0,55.784807525,12.51721485,52200.0,0,0
35.0,55.784807525,12.51721485,53100.0,0,0
35.0,55.784807525,12.51721485,54000.0,0,0
35.0,55.784807525,12.51721485,54900.0,0,0
35.0,55.784807525,12.51721485,55800.0,0,0
35.0,55.784807525,12.51721485,56700.0,0,0
35.0,55.784807525,12.51721485,57600.0,0,0
35.0,55.78628165,12.525863900000001,58500.0,0,0
35.0,55.78628165,12.525863900000001,59400.0,0,0
35.0,55.78628165,12.525863900000001,60300.0,0,0
35.0,55.78628165,12.525863900000001,61200.0,0,0
35.0,55.78628165,12.525863900000001,62100.0,0,0
35.0,55.78628165,12.525863900000001,63000.0,0,0
35.0,55.78628165,12.525863900000001,63900.0,0,0
35.0,55.78628165,12.525863900000001,64800.0,0,0
35.0,55.78628165,12.525863900000001,65700.0,0,0
35.0,55.78628165,12.525863900000001,66600.0,0,0
35.0,55.78628165,12.525863900000001,67500.0,0,0
35.0,55.78628165,12.525863900000001,68400.0,0,0
35.0,55.78628165,12.525863900000001,69300.0,0,0
35.0,55.78628165,12.525863900000001,70200.0,0,0
35.0,55.78628165,12.525863900000001,71100.0,0,0
35.0,55.78628165,12.525863900000001,72000.0,0,0
35.0,55.78628165,12.525863900000001,72900.0,0,0
35.0,55.78628165,12.525863900000001,73800,2,"[706, 75]"
35.0,55.78628165,12.525863900000001,74700.0,0,0
35.0,55.78628165,12.525863900000001,75600.0,0,0
35.0,55.78628165,12.525863900000001,76500.0,0,0
35.0,55.78628165,12.525863900000001,77400.0,0,0
35.0,55.78628165,12.525863900000001,78300.0,0,0
35.0,55.78628165,12.525863900000001,79200.0,0,0
35.0,55.78628165,12.525863900000001,80100.0,0,0
35.0,55.78628165,12.525863900000001,81000.0,0,0
35.0,55.78628165,12.525863900000001,81900.0,0,0
35.0,55.78628165,12.525863900000001,82800.0,0,0
35.0,55.78628165,12.525863900000001,83700.0,0,0
35.0,55.78628165,12.525863900000001,84600.0,0,0
35.0,55.78628165,12.525863900000001,85500.0,0,0
35.0,55.78628165,12.525863900000001,86400.0,0,0
35.0,55.78628165,12.525863900000001,87300.0,0,0
35.0,55.78628165,12.525863900000001,88200.0,0,0
35.0,55.78628165,12.525863900000001,89100.0,0,0
35.0,55.78628165,12.525863900000001,90000.0,0,0
35.0,55.78628165,12.525863900000001,90900.0,0,0
35.0,55.78628165,12.525863900000001,91800.0,0,0
35.0,55.78628165,12.525863900000001,92700.0,0,0
35.0,55.78628165,12.525863900000001,93600.0,0,0
35.0,55.78628165,12.525863900000001,94500.0,0,0
35.0,55.78628165,12.525863900000001,95400.0,0,0
35.0,55.78628165,12.525863900000001,96300.0,0,0
